year,month,day,gender,births
1979,9,13,F,5310
1979,9,13,M,5375
1979,9,14,F,5387
1979,9,14,M,5607
1979,9,15,F,4608
1979,9,15,M,4760
1979,9,16,F,4456
1979,9,16,M,4769
1979,9,17,F,5396
1979,9,17,M,5408
1979,9,18,F,5493
1979,9,18,M,5692
1979,9,19,F,5474
1979,9,19,M,5569
1979,9,20,F,5228
1979,9,20,M,5471
1979,9,21,F,5303
1979,9,21,M,5608
1979,9,22,F,4568
1979,9,22,M,4815
1979,9,23,F,4432
1979,9,23,M,4709
1979,9,24,F,5308
1979,9,24,M,5646
1979,9,25,F,5470
1979,9,25,M,5591
1979,9,26,F,5304
1979,9,26,M,5503
1979,9,27,F,5394
1979,9,27,M,5619
1979,9,28,F,5379
1979,9,28,M,5536
1979,9,29,F,4689
1979,9,29,M,4853
1979,9,30,F,4505
1979,9,30,M,4607
1979,9,99,F,14
1979,9,99,M,11
1979,10,1,F,5083
1979,10,1,M,5392
1979,10,2,F,5271
1979,10,2,M,5640
1979,10,3,F,5145
1979,10,3,M,5452
1979,10,4,F,5041
1979,10,4,M,5273
1979,10,5,F,5176
1979,10,5,M,5424
1979,10,6,F,4484
1979,10,6,M,4654
1979,10,7,F,4148
1979,10,7,M,4470
1979,10,8,F,4868
1979,10,8,M,5175
1979,10,9,F,4994
1979,10,9,M,5356
1979,10,10,F,4994
1979,10,10,M,5205
1979,10,11,F,4917
1979,10,11,M,5189
1979,10,12,F,5067
1979,10,12,M,5354
1979,10,13,F,4419
1979,10,13,M,4545
1979,10,14,F,4208
1979,10,14,M,4274
1979,10,15,F,5004
1979,10,15,M,5160
1979,10,16,F,5075
1979,10,16,M,5181
1979,10,17,F,4843
1979,10,17,M,5164
1979,10,18,F,4791
1979,10,18,M,4983
1979,10,19,F,4967
1979,10,19,M,5266
1979,10,20,F,4298
1979,10,20,M,4393
1979,10,21,F,4270
1979,10,21,M,4384
1979,10,22,F,4805
1979,10,22,M,5441
1979,10,23,F,4921
1979,10,23,M,5276
1979,10,24,F,4861
1979,10,24,M,5123
1979,10,25,F,4714
1979,10,25,M,5192
1979,10,26,F,4860
1979,10,26,M,5127
1979,10,27,F,4244
1979,10,27,M,4329
1979,10,28,F,4222
1979,10,28,M,4376
1979,10,29,F,4841
1979,10,29,M,5079
1979,10,30,F,5102
1979,10,30,M,5400
1979,10,31,F,4656
1979,10,31,M,5028
1979,10,99,M,2
1979,11,1,F,4905
1979,11,1,M,5014
1979,11,2,F,4965
1979,11,2,M,5209
1979,11,3,F,4219
1979,11,3,M,4411
1979,11,4,F,3989
1979,11,4,M,4263
1979,11,5,F,4919
1979,11,5,M,5137
1979,11,6,F,5027
1979,11,6,M,5249
1979,11,7,F,4853
1979,11,7,M,5113
1979,11,8,F,4930
1979,11,8,M,5178
1979,11,9,F,5001
1979,11,9,M,5101
1979,11,10,F,4296
1979,11,10,M,4503
1979,11,11,F,4290
1979,11,11,M,4470
1979,11,12,F,4962
1979,11,12,M,4932
1979,11,13,F,5168
1979,11,13,M,5283
1979,11,14,F,4942
1979,11,14,M,5208
1979,11,15,F,4986
1979,11,15,M,5195
1979,11,16,F,5045
1979,11,16,M,5227
1979,11,17,F,4296
1979,11,17,M,4400
1979,11,18,F,4075
1979,11,18,M,4324
1979,11,19,F,5228
1979,11,19,M,5127
1979,11,20,F,5229
1979,11,20,M,5536
1979,11,21,F,4787
1979,11,21,M,5256
1979,11,22,F,3953
1979,11,22,M,4211
1979,11,23,F,4641
1979,11,23,M,4839
1979,11,24,F,4271
1979,11,24,M,4503
1979,11,25,F,4097
1979,11,25,M,4245
1979,11,26,F,4905
1979,11,26,M,5104
1979,11,27,F,4914
1979,11,27,M,5360
1979,11,28,F,4898
1979,11,28,M,5090
1979,11,29,F,4739
1979,11,29,M,4981
1979,11,30,F,4807
1979,11,30,M,4951
1979,11,99,F,2
1979,11,99,M,4
1979,12,1,F,4080
1979,12,1,M,4263
1979,12,2,F,4095
1979,12,2,M,4335
1979,12,3,F,4721
1979,12,3,M,4921
1979,12,4,F,5023
1979,12,4,M,5259
1979,12,5,F,4859
1979,12,5,M,5073
1979,12,6,F,4942
1979,12,6,M,5079
1979,12,7,F,4855
1979,12,7,M,5014
1979,12,8,F,4239
1979,12,8,M,4470
1979,12,9,F,3987
1979,12,9,M,4226
1979,12,10,F,4806
1979,12,10,M,5126
1979,12,11,F,5091
1979,12,11,M,5217
1979,12,12,F,4852
1979,12,12,M,5198
1979,12,13,F,4683
1979,12,13,M,5017
1979,12,14,F,4826
1979,12,14,M,5118
1979,12,15,F,4223
1979,12,15,M,4250
1979,12,16,F,4012
1979,12,16,M,4197
1979,12,17,F,5009
1979,12,17,M,5264
1979,12,18,F,5091
1979,12,18,M,5501
1979,12,19,F,4977
1979,12,19,M,5280
1979,12,20,F,4903
1979,12,20,M,5119
1979,12,21,F,4844
1979,12,21,M,5119
1979,12,22,F,4232
1979,12,22,M,4304
1979,12,23,F,3990
1979,12,23,M,4114
1979,12,24,F,4164
1979,12,24,M,4326
1979,12,25,F,3888
1979,12,25,M,4080
1979,12,26,F,4445
1979,12,26,M,4786
1979,12,27,F,5101
1979,12,27,M,5403
1979,12,28,F,5356
1979,12,28,M,5605
1979,12,29,F,4502
1979,12,29,M,4488
1979,12,30,F,4009
1979,12,30,M,4241
1979,12,31,F,4782
1979,12,31,M,5000
1979,12,99,F,1
1979,12,99,M,3
1980,1,1,F,4005
1980,1,1,M,4227
1980,1,2,F,4371
1980,1,2,M,4640
1980,1,3,F,4815
1980,1,3,M,5087
1980,1,4,F,4758
1980,1,4,M,5181
1980,1,5,F,4265
1980,1,5,M,4426
1980,1,6,F,4093
1980,1,6,M,4120
1980,1,7,F,4730
1980,1,7,M,5103
1980,1,8,F,4810
1980,1,8,M,5012
1980,1,9,F,4763
1980,1,9,M,4801
1980,1,10,F,4810
1980,1,10,M,4949
1980,1,11,F,5029
1980,1,11,M,5205
1980,1,12,F,4153
1980,1,12,M,4460
1980,1,13,F,4016
1980,1,13,M,4275
1980,1,14,F,4897
1980,1,14,M,5204
1980,1,15,F,4895
1980,1,15,M,5077
1980,1,16,F,4599
1980,1,16,M,5061
1980,1,17,F,4764
1980,1,17,M,5048
1980,1,18,F,5001
1980,1,18,M,5179
1980,1,19,F,4233
1980,1,19,M,4497
1980,1,20,F,3992
1980,1,20,M,4465
1980,1,21,F,4738
1980,1,21,M,4937
1980,1,22,F,4924
1980,1,22,M,5152
1980,1,23,F,4624
1980,1,23,M,4969
1980,1,24,F,4809
1980,1,24,M,5099
1980,1,25,F,4833
1980,1,25,M,5234
1980,1,26,F,4253
1980,1,26,M,4477
1980,1,27,F,4149
1980,1,27,M,4109
1980,1,28,F,4776
1980,1,28,M,5104
1980,1,29,F,4699
1980,1,29,M,5169
1980,1,30,F,4775
1980,1,30,M,4902
1980,1,31,F,4831
1980,1,31,M,4908
1980,2,1,F,4880
1980,2,1,M,5116
1980,2,2,F,4258
1980,2,2,M,4540
1980,2,3,F,4054
1980,2,3,M,4231
1980,2,4,F,4814
1980,2,4,M,5002
1980,2,5,F,4971
1980,2,5,M,5280
1980,2,6,F,4800
1980,2,6,M,5107
1980,2,7,F,4927
1980,2,7,M,5181
1980,2,8,F,4883
1980,2,8,M,5118
1980,2,9,F,4189
1980,2,9,M,4583
1980,2,10,F,4107
1980,2,10,M,4247
1980,2,11,F,5020
1980,2,11,M,5134
1980,2,12,F,5015
1980,2,12,M,5237
1980,2,13,F,4773
1980,2,13,M,5017
1980,2,14,F,5054
1980,2,14,M,5378
1980,2,15,F,5027
1980,2,15,M,5174
1980,2,16,F,4319
1980,2,16,M,4599
1980,2,17,F,4135
1980,2,17,M,4436
1980,2,18,F,4743
1980,2,18,M,4973
1980,2,19,F,5009
1980,2,19,M,5166
1980,2,20,F,4814
1980,2,20,M,5279
1980,2,21,F,4976
1980,2,21,M,5180
1980,2,22,F,4986
1980,2,22,M,5282
1980,2,23,F,4326
1980,2,23,M,4630
1980,2,24,F,4203
1980,2,24,M,4401
1980,2,25,F,4861
1980,2,25,M,5171
1980,2,26,F,5045
1980,2,26,M,5132
1980,2,27,F,4804
1980,2,27,M,4979
1980,2,28,F,4927
1980,2,28,M,5284
1980,2,29,F,4646
1980,2,29,M,4969
1980,2,99,F,2
1980,3,1,F,4202
1980,3,1,M,4408
1980,3,2,F,4042
1980,3,2,M,4297
1980,3,3,F,4892
1980,3,3,M,5161
1980,3,4,F,4999
1980,3,4,M,5114
1980,3,5,F,4821
1980,3,5,M,5157
1980,3,6,F,4905
1980,3,6,M,5162
1980,3,7,F,4852
1980,3,7,M,5191
1980,3,8,F,4308
1980,3,8,M,4575
1980,3,9,F,4156
1980,3,9,M,4284
1980,3,10,F,4864
1980,3,10,M,5058
1980,3,11,F,4950
1980,3,11,M,5284
1980,3,12,F,4872
1980,3,12,M,5203
1980,3,13,F,4760
1980,3,13,M,5010
1980,3,14,F,4768
1980,3,14,M,5193
1980,3,15,F,4201
1980,3,15,M,4510
1980,3,16,F,4093
1980,3,16,M,4336
1980,3,17,F,4964
1980,3,17,M,5295
1980,3,18,F,4942
1980,3,18,M,5159
1980,3,19,F,4972
1980,3,19,M,5139
1980,3,20,F,4775
1980,3,20,M,5024
1980,3,21,F,4971
1980,3,21,M,5385
1980,3,22,F,4403
1980,3,22,M,4499
1980,3,23,F,4113
1980,3,23,M,4417
1980,3,24,F,4853
1980,3,24,M,5247
1980,3,25,F,5171
1980,3,25,M,5382
1980,3,26,F,4976
1980,3,26,M,5118
1980,3,27,F,4864
1980,3,27,M,5088
1980,3,28,F,4911
1980,3,28,M,5204
1980,3,29,F,4369
1980,3,29,M,4498
1980,3,30,F,4131
1980,3,30,M,4351
1980,3,31,F,4766
1980,3,31,M,5131
1980,3,99,F,2
1980,3,99,M,2
1980,4,1,F,4908
1980,4,1,M,5238
1980,4,2,F,4898
1980,4,2,M,5190
1980,4,3,F,4805
1980,4,3,M,5082
1980,4,4,F,4891
1980,4,4,M,5142
1980,4,5,F,4164
1980,4,5,M,4312
1980,4,6,F,4141
1980,4,6,M,4272
1980,4,7,F,4772
1980,4,7,M,5091
1980,4,8,F,4971
1980,4,8,M,5352
1980,4,9,F,4771
1980,4,9,M,5186
1980,4,10,F,4872
1980,4,10,M,5071
1980,4,11,F,4822
1980,4,11,M,5123
1980,4,12,F,4234
1980,4,12,M,4310
1980,4,13,F,4143
1980,4,13,M,4138
1980,4,14,F,4639
1980,4,14,M,5182
1980,4,15,F,4868
1980,4,15,M,5273
1980,4,16,F,4960
1980,4,16,M,5170
1980,4,17,F,4748
1980,4,17,M,5003
1980,4,18,F,4976
1980,4,18,M,4985
1980,4,19,F,4299
1980,4,19,M,4343
1980,4,20,F,4106
1980,4,20,M,4354
1980,4,21,F,4860
1980,4,21,M,5144
1980,4,22,F,4907
1980,4,22,M,5437
1980,4,23,F,4833
1980,4,23,M,5152
1980,4,24,F,4854
1980,4,24,M,5016
1980,4,25,F,4913
1980,4,25,M,5094
1980,4,26,F,4088
1980,4,26,M,4322
1980,4,27,F,3781
1980,4,27,M,4075
1980,4,28,F,4827
1980,4,28,M,5099
1980,4,29,F,4955
1980,4,29,M,5200
1980,4,30,F,4843
1980,4,30,M,4989
1980,4,99,F,1
1980,4,99,M,3
1980,5,1,F,4941
1980,5,1,M,5190
1980,5,2,F,4798
1980,5,2,M,5193
1980,5,3,F,4071
1980,5,3,M,4588
1980,5,4,F,3939
1980,5,4,M,4147
1980,5,5,F,5001
1980,5,5,M,4950
1980,5,6,F,5016
1980,5,6,M,5183
1980,5,7,F,4638
1980,5,7,M,4886
1980,5,8,F,4546
1980,5,8,M,4872
1980,5,9,F,4791
1980,5,9,M,4975
1980,5,10,F,4125
1980,5,10,M,4306
1980,5,11,F,4099
1980,5,11,M,4213
1980,5,12,F,4809
1980,5,12,M,5113
1980,5,13,F,4735
1980,5,13,M,5232
1980,5,14,F,4642
1980,5,14,M,5075
1980,5,15,F,4759
1980,5,15,M,5073
1980,5,16,F,4748
1980,5,16,M,5094
1980,5,17,F,4090
1980,5,17,M,4295
1980,5,18,F,4072
1980,5,18,M,4251
1980,5,19,F,4858
1980,5,19,M,5126
1980,5,20,F,5186
1980,5,20,M,5385
1980,5,21,F,4721
1980,5,21,M,4961
1980,5,22,F,4883
1980,5,22,M,5226
1980,5,23,F,5033
1980,5,23,M,5225
1980,5,24,F,4176
1980,5,24,M,4483
1980,5,25,F,4129
1980,5,25,M,4333
1980,5,26,F,4275
1980,5,26,M,4369
1980,5,27,F,4829
1980,5,27,M,5320
1980,5,28,F,4972
1980,5,28,M,5226
1980,5,29,F,4983
1980,5,29,M,5206
1980,5,30,F,5009
1980,5,30,M,5173
1980,5,31,F,4127
1980,5,31,M,4447
1980,6,1,F,4064
1980,6,1,M,4390
1980,6,2,F,4828
1980,6,2,M,5105
1980,6,3,F,4928
1980,6,3,M,5330
1980,6,4,F,4863
1980,6,4,M,5147
1980,6,5,F,4842
1980,6,5,M,5136
1980,6,6,F,4978
1980,6,6,M,5244
1980,6,7,F,4346
1980,6,7,M,4470
1980,6,8,F,3964
1980,6,8,M,4219
1980,6,9,F,4710
1980,6,9,M,4956
1980,6,10,F,5074
1980,6,10,M,5266
1980,6,11,F,4966
1980,6,11,M,5076
1980,6,12,F,4852
1980,6,12,M,5114
1980,6,13,F,4806
1980,6,13,M,5081
1980,6,14,F,4187
1980,6,14,M,4528
1980,6,15,F,4147
1980,6,15,M,4527
1980,6,16,F,5053
1980,6,16,M,5196
1980,6,17,F,4918
1980,6,17,M,5291
1980,6,18,F,5001
1980,6,18,M,5335
1980,6,19,F,4981
1980,6,19,M,5259
1980,6,20,F,5008
1980,6,20,M,5318
1980,6,21,F,4318
1980,6,21,M,4494
1980,6,22,F,4200
1980,6,22,M,4533
1980,6,23,F,5006
1980,6,23,M,5486
1980,6,24,F,5347
1980,6,24,M,5512
1980,6,25,F,5145
1980,6,25,M,5405
1980,6,26,F,5176
1980,6,26,M,5445
1980,6,27,F,5080
1980,6,27,M,5608
1980,6,28,F,4425
1980,6,28,M,4586
1980,6,29,F,4313
1980,6,29,M,4507
1980,6,30,F,5016
1980,6,30,M,5355
1980,6,99,F,1
1980,6,99,M,2
1980,7,1,F,5313
1980,7,1,M,5608
1980,7,2,F,5397
1980,7,2,M,5517
1980,7,3,F,5170
1980,7,3,M,5524
1980,7,4,F,4454
1980,7,4,M,4749
1980,7,5,F,4523
1980,7,5,M,4705
1980,7,6,F,4321
1980,7,6,M,4596
1980,7,7,F,5223
1980,7,7,M,5261
1980,7,8,F,5487
1980,7,8,M,5803
1980,7,9,F,5156
1980,7,9,M,5644
1980,7,10,F,5234
1980,7,10,M,5534
1980,7,11,F,5417
1980,7,11,M,5661
1980,7,12,F,4565
1980,7,12,M,4705
1980,7,13,F,4419
1980,7,13,M,4524
1980,7,14,F,5181
1980,7,14,M,5432
1980,7,15,F,5423
1980,7,15,M,5672
1980,7,16,F,5366
1980,7,16,M,5699
1980,7,17,F,5364
1980,7,17,M,5698
1980,7,18,F,5178
1980,7,18,M,5518
1980,7,19,F,4533
1980,7,19,M,4658
1980,7,20,F,4540
1980,7,20,M,4589
1980,7,21,F,5343
1980,7,21,M,5510
1980,7,22,F,5367
1980,7,22,M,5700
1980,7,23,F,5213
1980,7,23,M,5403
1980,7,24,F,5166
1980,7,24,M,5449
1980,7,25,F,5242
1980,7,25,M,5543
1980,7,26,F,4527
1980,7,26,M,4902
1980,7,27,F,4537
1980,7,27,M,4602
1980,7,28,F,5217
1980,7,28,M,5709
1980,7,29,F,5516
1980,7,29,M,5945
1980,7,30,F,5443
1980,7,30,M,5683
1980,7,31,F,5335
1980,7,31,M,5640
1980,7,99,F,2
1980,8,1,F,5439
1980,8,1,M,5567
1980,8,2,F,4647
1980,8,2,M,4938
1980,8,3,F,4468
1980,8,3,M,4708
1980,8,4,F,5249
1980,8,4,M,5534
1980,8,5,F,5455
1980,8,5,M,5739
1980,8,6,F,5270
1980,8,6,M,5515
1980,8,7,F,5410
1980,8,7,M,5634
1980,8,8,F,5613
1980,8,8,M,5879
1980,8,9,F,4568
1980,8,9,M,4898
1980,8,10,F,4443
1980,8,10,M,4702
1980,8,11,F,5525
1980,8,11,M,5501
1980,8,12,F,5541
1980,8,12,M,5830
1980,8,13,F,5313
1980,8,13,M,5610
1980,8,14,F,5229
1980,8,14,M,5527
1980,8,15,F,5269
1980,8,15,M,5628
1980,8,16,F,4507
1980,8,16,M,4854
1980,8,17,F,4427
1980,8,17,M,4574
1980,8,18,F,5354
1980,8,18,M,5579
1980,8,19,F,5439
1980,8,19,M,5754
1980,8,20,F,5310
1980,8,20,M,5632
1980,8,21,F,5311
1980,8,21,M,5500
1980,8,22,F,5240
1980,8,22,M,5539
1980,8,23,F,4576
1980,8,23,M,4695
1980,8,24,F,4335
1980,8,24,M,4768
1980,8,25,F,5317
1980,8,25,M,5593
1980,8,26,F,5393
1980,8,26,M,5758
1980,8,27,F,5380
1980,8,27,M,5625
1980,8,28,F,5395
1980,8,28,M,5612
1980,8,29,F,5307
1980,8,29,M,5618
1980,8,30,F,4673
1980,8,30,M,4837
1980,8,31,F,4446
1980,8,31,M,4646
1980,9,1,F,4440
1980,9,1,M,4689
1980,9,2,F,5349
1980,9,2,M,5708
1980,9,3,F,5458
1980,9,3,M,5716
1980,9,4,F,5440
1980,9,4,M,5599
1980,9,5,F,5286
1980,9,5,M,5727
1980,9,6,F,4688
1980,9,6,M,4857
1980,9,7,F,4529
1980,9,7,M,4758
1980,9,8,F,5243
1980,9,8,M,5657
1980,9,9,F,5322
1980,9,9,M,5697
1980,9,10,F,5300
1980,9,10,M,5703
1980,9,11,F,5243
1980,9,11,M,5553
1980,9,12,F,5494
1980,9,12,M,5704
1980,9,13,F,4723
1980,9,13,M,4950
1980,9,14,F,4634
1980,9,14,M,4865
1980,9,15,F,5559
1980,9,15,M,5865
1980,9,16,F,5603
1980,9,16,M,5811
1980,9,17,F,5506
1980,9,17,M,5786
1980,9,18,F,5415
1980,9,18,M,5902
1980,9,19,F,5478
1980,9,19,M,5848
1980,9,20,F,4828
1980,9,20,M,5139
1980,9,21,F,4799
1980,9,21,M,4974
1980,9,22,F,5648
1980,9,22,M,5965
1980,9,23,F,5667
1980,9,23,M,6055
1980,9,24,F,5476
1980,9,24,M,5857
1980,9,25,F,5410
1980,9,25,M,5567
1980,9,26,F,5490
1980,9,26,M,5673
1980,9,27,F,4816
1980,9,27,M,4938
1980,9,28,F,4565
1980,9,28,M,4698
1980,9,29,F,5367
1980,9,29,M,5732
1980,9,30,F,5603
1980,9,30,M,5698
1980,9,99,F,1
1980,9,99,M,6
1980,10,1,F,5390
1980,10,1,M,5714
1980,10,2,F,5327
1980,10,2,M,5602
1980,10,3,F,5417
1980,10,3,M,5631
1980,10,4,F,4636
1980,10,4,M,4716
1980,10,5,F,4379
1980,10,5,M,4634
1980,10,6,F,5086
1980,10,6,M,5453
1980,10,7,F,5100
1980,10,7,M,5502
1980,10,8,F,5402
1980,10,8,M,5425
1980,10,9,F,5187
1980,10,9,M,5497
1980,10,10,F,5260
1980,10,10,M,5494
1980,10,11,F,4422
1980,10,11,M,4562
1980,10,12,F,4191
1980,10,12,M,4483
1980,10,13,F,4952
1980,10,13,M,5141
1980,10,14,F,5074
1980,10,14,M,5538
1980,10,15,F,5143
1980,10,15,M,5437
1980,10,16,F,4976
1980,10,16,M,5256
1980,10,17,F,5091
1980,10,17,M,5237
1980,10,18,F,4298
1980,10,18,M,4672
1980,10,19,F,4237
1980,10,19,M,4432
1980,10,20,F,5044
1980,10,20,M,5245
1980,10,21,F,5108
1980,10,21,M,5265
1980,10,22,F,4936
1980,10,22,M,5153
1980,10,23,F,4937
1980,10,23,M,5114
1980,10,24,F,5003
1980,10,24,M,5377
1980,10,25,F,4362
1980,10,25,M,4508
1980,10,26,F,4547
1980,10,26,M,4612
1980,10,27,F,4862
1980,10,27,M,5238
1980,10,28,F,5039
1980,10,28,M,5288
1980,10,29,F,4863
1980,10,29,M,5218
1980,10,30,F,4751
1980,10,30,M,5231
1980,10,31,F,4996
1980,10,31,M,5105
1980,10,99,F,1
1980,10,99,M,3
1980,11,1,F,4321
1980,11,1,M,4530
1980,11,2,F,4229
1980,11,2,M,4412
1980,11,3,F,4992
1980,11,3,M,5297
1980,11,4,F,5110
1980,11,4,M,5355
1980,11,5,F,5102
1980,11,5,M,5271
1980,11,6,F,4964
1980,11,6,M,5164
1980,11,7,F,5197
1980,11,7,M,5320
1980,11,8,F,4394
1980,11,8,M,4512
1980,11,9,F,4302
1980,11,9,M,4443
1980,11,10,F,5010
1980,11,10,M,5239
1980,11,11,F,5013
1980,11,11,M,5313
1980,11,12,F,4879
1980,11,12,M,5180
1980,11,13,F,4855
1980,11,13,M,5075
1980,11,14,F,5175
1980,11,14,M,5238
1980,11,15,F,4393
1980,11,15,M,4436
1980,11,16,F,4077
1980,11,16,M,4486
1980,11,17,F,4897
1980,11,17,M,5278
1980,11,18,F,5074
1980,11,18,M,5426
1980,11,19,F,4967
1980,11,19,M,5213
1980,11,20,F,4889
1980,11,20,M,5088
1980,11,21,F,4973
1980,11,21,M,5270
1980,11,22,F,4194
1980,11,22,M,4486
1980,11,23,F,4185
1980,11,23,M,4258
1980,11,24,F,5086
1980,11,24,M,5361
1980,11,25,F,5102
1980,11,25,M,5394
1980,11,26,F,4907
1980,11,26,M,5329
1980,11,27,F,3982
1980,11,27,M,4152
1980,11,28,F,4775
1980,11,28,M,4874
1980,11,29,F,4223
1980,11,29,M,4598
1980,11,30,F,4303
1980,11,30,M,4527
1980,11,99,F,3
1980,11,99,M,2
1980,12,1,F,5075
1980,12,1,M,5150
1980,12,2,F,5207
1980,12,2,M,5504
1980,12,3,F,4872
1980,12,3,M,5233
1980,12,4,F,4855
1980,12,4,M,5070
1980,12,5,F,5086
1980,12,5,M,5202
1980,12,6,F,4191
1980,12,6,M,4468
1980,12,7,F,4162
1980,12,7,M,4351
1980,12,8,F,5029
1980,12,8,M,5339
1980,12,9,F,4947
1980,12,9,M,5375
1980,12,10,F,4999
1980,12,10,M,5121
1980,12,11,F,4956
1980,12,11,M,5042
1980,12,12,F,4918
1980,12,12,M,5121
1980,12,13,F,4330
1980,12,13,M,4428
1980,12,14,F,4290
1980,12,14,M,4233
1980,12,15,F,5169
1980,12,15,M,5339
1980,12,16,F,5198
1980,12,16,M,5574
1980,12,17,F,5065
1980,12,17,M,5459
1980,12,18,F,5045
1980,12,18,M,5535
1980,12,19,F,5145
1980,12,19,M,5517
1980,12,20,F,4190
1980,12,20,M,4336
1980,12,21,F,4043
1980,12,21,M,4246
1980,12,22,F,4864
1980,12,22,M,5171
1980,12,23,F,4973
1980,12,23,M,5145
1980,12,24,F,4329
1980,12,24,M,4650
1980,12,25,F,3897
1980,12,25,M,4082
1980,12,26,F,4556
1980,12,26,M,4757
1980,12,27,F,4334
1980,12,27,M,4414
1980,12,28,F,4229
1980,12,28,M,4347
1980,12,29,F,5266
1980,12,29,M,5615
1980,12,30,F,5645
1980,12,30,M,5958
1980,12,31,F,5361
1980,12,31,M,5586
1980,12,99,F,2
1981,1,1,F,3952
1981,1,1,M,4347
1981,1,2,F,4492
1981,1,2,M,4553
1981,1,3,F,4102
1981,1,3,M,4356
1981,1,4,F,4097
1981,1,4,M,4198
1981,1,5,F,4655
1981,1,5,M,4959
1981,1,6,F,4846
1981,1,6,M,5282
1981,1,7,F,5001
1981,1,7,M,5139
1981,1,8,F,4587
1981,1,8,M,4836
1981,1,9,F,4730
1981,1,9,M,4972
1981,1,10,F,4218
1981,1,10,M,4231
1981,1,11,F,3960
1981,1,11,M,4316
1981,1,12,F,4787
1981,1,12,M,5113
1981,1,13,F,4962
1981,1,13,M,5201
1981,1,14,F,5127
1981,1,14,M,5292
1981,1,15,F,4992
1981,1,15,M,5165
1981,1,16,F,4886
1981,1,16,M,5278
1981,1,17,F,4159
1981,1,17,M,4442
1981,1,18,F,4140
1981,1,18,M,4262
1981,1,19,F,5029
1981,1,19,M,5339
1981,1,20,F,5028
1981,1,20,M,5427
1981,1,21,F,4965
1981,1,21,M,5201
1981,1,22,F,4827
1981,1,22,M,5176
1981,1,23,F,4963
1981,1,23,M,5160
1981,1,24,F,4324
1981,1,24,M,4501
1981,1,25,F,4103
1981,1,25,M,4266
1981,1,26,F,4941
1981,1,26,M,5272
1981,1,27,F,5037
1981,1,27,M,5309
1981,1,28,F,4949
1981,1,28,M,5196
1981,1,29,F,4898
1981,1,29,M,4976
1981,1,30,F,4977
1981,1,30,M,5129
1981,1,31,F,4161
1981,1,31,M,4296
1981,1,99,F,2
1981,1,99,M,2
1981,2,1,F,4187
1981,2,1,M,4287
1981,2,2,F,5058
1981,2,2,M,5227
1981,2,3,F,5001
1981,2,3,M,5230
1981,2,4,F,4927
1981,2,4,M,5156
1981,2,5,F,4870
1981,2,5,M,5115
1981,2,6,F,4954
1981,2,6,M,5145
1981,2,7,F,4190
1981,2,7,M,4373
1981,2,8,F,4151
1981,2,8,M,4460
1981,2,9,F,5098
1981,2,9,M,5215
1981,2,10,F,5122
1981,2,10,M,5233
1981,2,11,F,4946
1981,2,11,M,5166
1981,2,12,F,4976
1981,2,12,M,5356
1981,2,13,F,4834
1981,2,13,M,4836
1981,2,14,F,4443
1981,2,14,M,4671
1981,2,15,F,4212
1981,2,15,M,4326
1981,2,16,F,4829
1981,2,16,M,4967
1981,2,17,F,5161
1981,2,17,M,5248
1981,2,18,F,5063
1981,2,18,M,5250
1981,2,19,F,5035
1981,2,19,M,5302
1981,2,20,F,4973
1981,2,20,M,5395
1981,2,21,F,4367
1981,2,21,M,4608
1981,2,22,F,4275
1981,2,22,M,4382
1981,2,23,F,4879
1981,2,23,M,5278
1981,2,24,F,5127
1981,2,24,M,5296
1981,2,25,F,4984
1981,2,25,M,5286
1981,2,26,F,4920
1981,2,26,M,5134
1981,2,27,F,5144
1981,2,27,M,5082
1981,2,28,F,4359
1981,2,28,M,4533
1981,2,99,F,1
1981,2,99,M,3
1981,3,1,F,4175
1981,3,1,M,4359
1981,3,2,F,4923
1981,3,2,M,5207
1981,3,3,F,5067
1981,3,3,M,5404
1981,3,4,F,4974
1981,3,4,M,5303
1981,3,5,F,4920
1981,3,5,M,5248
1981,3,6,F,4883
1981,3,6,M,5251
1981,3,7,F,4325
1981,3,7,M,4372
1981,3,8,F,4107
1981,3,8,M,4262
1981,3,9,F,4905
1981,3,9,M,5007
1981,3,10,F,5030
1981,3,10,M,5318
1981,3,11,F,4914
1981,3,11,M,5270
1981,3,12,F,5011
1981,3,12,M,5126
1981,3,13,F,4799
1981,3,13,M,5162
1981,3,14,F,4321
1981,3,14,M,4616
1981,3,15,F,4102
1981,3,15,M,4236
1981,3,16,F,4951
1981,3,16,M,5318
1981,3,17,F,5294
1981,3,17,M,5437
1981,3,18,F,4860
1981,3,18,M,5269
1981,3,19,F,4935
1981,3,19,M,5095
1981,3,20,F,4916
1981,3,20,M,5268
1981,3,21,F,4214
1981,3,21,M,4559
1981,3,22,F,4083
1981,3,22,M,4375
1981,3,23,F,4897
1981,3,23,M,5143
1981,3,24,F,5100
1981,3,24,M,5353
1981,3,25,F,4883
1981,3,25,M,5207
1981,3,26,F,5010
1981,3,26,M,5183
1981,3,27,F,5112
1981,3,27,M,5342
1981,3,28,F,4291
1981,3,28,M,4544
1981,3,29,F,4190
1981,3,29,M,4342
1981,3,30,F,4842
1981,3,30,M,5221
1981,3,31,F,5031
1981,3,31,M,5296
1981,4,1,F,4795
1981,4,1,M,5065
1981,4,2,F,4928
1981,4,2,M,5076
1981,4,3,F,4888
1981,4,3,M,5263
1981,4,4,F,4344
1981,4,4,M,4544
1981,4,5,F,4069
